product_id,parent_sku,child_sku
2568,DG-AFR32Q,"DG-AFR32Q-D-1X37-H-3K-CB,DG-AFR32Q-D-1X37-H-3K-LB,DG-AFR32Q-D-1X37-H-4K-CB,DG-AFR32Q-D-1X37-H-4K-LB,DG-AFR32Q-D-1X37-H-5K-CB,DG-AFR32Q-D-1X37-H-5K-LB,DG-AFR32Q-D-1X65-U-3K-CB,DG-AFR32Q-D-1X65-U-3K-LB,DG-AFR32Q-D-1X65-U-4K-CB,DG-AFR32Q-D-1X65-U-4K-LB,DG-AFR32Q-D-1X65-U-5K-CB,DG-AFR32Q-D-1X65-U-5K-LB,DG-AFR32Q-D-1X65-H-3K-CB,DG-AFR32Q-D-1X65-H-3K-LB,DG-AFR32Q-D-1X65-H-4K-CB,DG-AFR32Q-D-1X65-H-4K-LB,DG-AFR32Q-D-1X65-H-5K-CB,DG-AFR32Q-D-1X65-H-5K-LB,DG-AFR32Q-D-1X100-U-3K-CB,DG-AFR32Q-D-1X100-U-3K-LB,DG-AFR32Q-D-1X100-U-4K-CB,DG-AFR32Q-D-1X100-U-4K-LB,DG-AFR32Q-D-1X100-U-5K-CB,DG-AFR32Q-D-1X100-U-5K-LB,DG-AFR32Q-D-1X100-H-3K-CB,DG-AFR32Q-D-1X100-H-3K-LB,DG-AFR32Q-D-1X100-H-4K-CB,DG-AFR32Q-D-1X100-H-4K-LB,DG-AFR32Q-D-1X100-H-5K-CB,DG-AFR32Q-D-1X100-H-5K-LB,DG-AFR32Q-D-1X140-U-3K-CB,DG-AFR32Q-D-1X140-U-3K-LB,DG-AFR32Q-D-1X140-U-4K-CB,DG-AFR32Q-D-1X140-U-4K-LB,DG-AFR32Q-D-1X140-U-5K-CB,DG-AFR32Q-D-1X140-U-5K-LB,DG-AFR32Q-D-1X140-H-3K-CB,DG-AFR32Q-D-1X140-H-3K-LB,DG-AFR32Q-D-1X140-H-4K-CB,DG-AFR32Q-D-1X140-H-4K-LB,DG-AFR32Q-D-1X140-H-5K-CB,DG-AFR32Q-D-1X140-H-5K-LB,DG-AFR32Q-F-1X37-U-3K-CB,DG-AFR32Q-F-1X37-U-3K-LB,DG-AFR32Q-F-1X37-U-4K-CB,DG-AFR32Q-F-1X37-U-4K-LB,DG-AFR32Q-F-1X37-U-5K-CB,DG-AFR32Q-F-1X37-U-5K-LB,DG-AFR32Q-F-1X37-H-3K-CB,DG-AFR32Q-F-1X37-H-3K-LB"
2579,DG-AFR31Q,"DG-AFR31Q-D-1X37-H-3K-CB,DG-AFR31Q-D-1X37-H-3K-LB,DG-AFR31Q-D-1X37-H-4K-CB,DG-AFR31Q-D-1X37-H-4K-LB,DG-AFR31Q-D-1X37-H-5K-CB,DG-AFR31Q-D-1X37-H-5K-LB,DG-AFR31Q-D-1X65-U-3K-CB,DG-AFR31Q-D-1X65-U-3K-LB,DG-AFR31Q-D-1X65-U-4K-CB,DG-AFR31Q-D-1X65-U-4K-LB,DG-AFR31Q-D-1X65-U-5K-CB,DG-AFR31Q-D-1X65-U-5K-LB,DG-AFR31Q-D-1X65-H-3K-CB,DG-AFR31Q-D-1X65-H-3K-LB,DG-AFR31Q-D-1X65-H-4K-CB,DG-AFR31Q-D-1X65-H-4K-LB,DG-AFR31Q-D-1X65-H-5K-CB,DG-AFR31Q-D-1X65-H-5K-LB,DG-AFR31Q-D-1X100-U-3K-CB,DG-AFR31Q-D-1X100-U-3K-LB,DG-AFR31Q-D-1X100-U-4K-CB,DG-AFR31Q-D-1X100-U-4K-LB,DG-AFR31Q-D-1X100-U-5K-CB,DG-AFR31Q-D-1X100-U-5K-LB,DG-AFR31Q-D-1X100-H-3K-CB,DG-AFR31Q-D-1X100-H-3K-LB,DG-AFR31Q-D-1X100-H-4K-CB,DG-AFR31Q-D-1X100-H-4K-LB,DG-AFR31Q-D-1X100-H-5K-CB,DG-AFR31Q-D-1X100-H-5K-LB,DG-AFR31Q-D-1X140-U-3K-CB,DG-AFR31Q-D-1X140-U-3K-LB,DG-AFR31Q-D-1X140-U-4K-CB,DG-AFR31Q-D-1X140-U-4K-LB,DG-AFR31Q-D-1X140-U-5K-CB,DG-AFR31Q-D-1X140-U-5K-LB,DG-AFR31Q-D-1X140-H-3K-CB,DG-AFR31Q-D-1X140-H-3K-LB,DG-AFR31Q-D-1X140-H-4K-CB,DG-AFR31Q-D-1X140-H-4K-LB,DG-AFR31Q-D-1X140-H-5K-CB,DG-AFR31Q-D-1X140-H-5K-LB,DG-AFR31Q-F-1X37-U-3K-CB,DG-AFR31Q-F-1X37-U-3K-LB,DG-AFR31Q-F-1X37-U-4K-CB,DG-AFR31Q-F-1X37-U-4K-LB,DG-AFR31Q-F-1X37-U-5K-CB,DG-AFR31Q-F-1X37-U-5K-LB,DG-AFR31Q-F-1X37-H-3K-CB,DG-AFR31Q-F-1X37-H-3K-LB"
2690,DG-FTRBQ,"DG-FTRBQF1X15-U-4K-Z,DG-FTRBQF1X15-U-4K-B,DG-FTRBQF1X15-U-4K-Z-36,DG-FTRBQF1X15-U-4K-B-36,DG-FTRBQF1X15-U-4K-Z-30,DG-FTRBQF1X15-U-4K-B-30,DG-FTRBQF1X15-U-5K-Z,DG-FTRBQF1X15-U-5K-B,DG-FTRBQF1X15-U-5K-Z-36,DG-FTRBQF1X15-U-5K-B-36,DG-FTRBQF1X15-U-5K-Z-30,DG-FTRBQF1X15-U-5K-B-30,DG-FTRBQF1X15-C-3K-Z,DG-FTRBQF1X15-C-3K-B,DG-FTRBQF1X15-C-3K-Z-36,DG-FTRBQF1X15-C-3K-B-36,DG-FTRBQF1X15-C-3K-Z-30,DG-FTRBQF1X15-C-3K-B-30,DG-FTRBQF1X15-C-4K-Z,DG-FTRBQF1X15-C-4K-B,DG-FTRBQF1X15-C-4K-Z-36,DG-FTRBQF1X15-C-4K-B-36,DG-FTRBQF1X15-C-4K-Z-30,DG-FTRBQF1X15-C-4K-B-30,DG-FTRBQF1X15-C-5K-Z,DG-FTRBQF1X15-C-5K-B,DG-FTRBQF1X15-C-5K-Z-36,DG-FTRBQF1X15-C-5K-B-36,DG-FTRBQF1X15-C-5K-Z-30,DG-FTRBQF1X15-C-5K-B-30,DG-FTRBQF1X22-U-3K-Z,DG-FTRBQF1X22-U-3K-B,DG-FTRBQF1X22-U-3K-Z-36,DG-FTRBQF1X22-U-3K-B-36,DG-FTRBQF1X22-U-3K-Z-30,DG-FTRBQF1X22-U-3K-B-30,DG-FTRBQF1X22-U-4K-Z,DG-FTRBQF1X22-U-4K-B,DG-FTRBQF1X22-U-4K-Z-36,DG-FTRBQF1X22-U-4K-B-36,DG-FTRBQF1X22-U-4K-Z-30,DG-FTRBQF1X22-U-4K-B-30,DG-FTRBQF1X22-U-5K-Z,DG-FTRBQF1X22-U-5K-B,DG-FTRBQF1X22-U-5K-Z-36,DG-FTRBQF1X22-U-5K-B-36,DG-FTRBQF1X22-U-5K-Z-30,DG-FTRBQF1X22-U-5K-B-30,DG-FTRBQF1X22-C-3K-Z,DG-FTRBQF1X22-C-3K-B"
2711,DG-AFS30Q,"DG-AFS30QB1X100-U-4K-LZ,DG-AFS30QB1X100-U-4K-LB,DG-AFS30QB1X100-U-5K-CZ,DG-AFS30QB1X100-U-5K-CB,DG-AFS30QB1X100-U-5K-LZ,DG-AFS30QB1X100-U-5K-LB,DG-AFS30QB1X100-H-3K-CZ,DG-AFS30QB1X100-H-3K-CB,DG-AFS30QB1X100-H-3K-LZ,DG-AFS30QB1X100-H-3K-LB,DG-AFS30QB1X100-H-4K-CZ,DG-AFS30QB1X100-H-4K-CB,DG-AFS30QB1X100-H-4K-LZ,DG-AFS30QB1X100-H-4K-LB,DG-AFS30QB1X100-H-5K-CZ,DG-AFS30QB1X100-H-5K-CB,DG-AFS30QB1X100-H-5K-LZ,DG-AFS30QB1X100-H-5K-LB,DG-AFS30QB1X140-U-3K-CZ,DG-AFS30QB1X140-U-3K-CB,DG-AFS30QB1X140-U-3K-LZ,DG-AFS30QB1X140-U-3K-LB,DG-AFS30QB1X140-U-4K-CZ,DG-AFS30QB1X140-U-4K-CB,DG-AFS30QB1X140-U-4K-LZ,DG-AFS30QB1X140-U-4K-LB,DG-AFS30QB1X140-U-5K-CZ,DG-AFS30QB1X140-U-5K-CB,DG-AFS30QB1X140-U-5K-LZ,DG-AFS30QB1X140-U-5K-LB,DG-AFS30QB1X140-H-3K-CZ,DG-AFS30QB1X140-H-3K-CB,DG-AFS30QB1X140-H-3K-LZ,DG-AFS30QB1X140-H-3K-LB,DG-AFS30QB1X140-H-4K-CZ,DG-AFS30QB1X140-H-4K-CB,DG-AFS30QB1X140-H-4K-LZ,DG-AFS30QB1X140-H-4K-LB,DG-AFS30QB1X140-H-5K-CZ,DG-AFS30QB1X140-H-5K-CB,DG-AFS30QB1X140-H-5K-LZ,DG-AFS30QB1X140-H-5K-LB,DG-AFS30QC1X37-U-3K-CZ,DG-AFS30QC1X37-U-3K-CB,DG-AFS30QC1X37-U-3K-LZ,DG-AFS30QC1X37-U-3K-LB,DG-AFS30QC1X37-U-4K-CZ,DG-AFS30QC1X37-U-4K-CB,DG-AFS30QC1X37-U-4K-LZ,DG-AFS30QC1X37-U-4K-LB"
2920,DG-AFS31Q,"DG-AFS31Q-D1X37-H-3K-CB,DG-AFS31Q-D1X37-H-3K-LB,DG-AFS31Q-D1X37H-4K-CB,DG-AFS31Q-D1X37-H-4K-LB,DG-AFS31Q-D1X37-H-5K-CB,DG-AFS31Q-D1X37-H-5K-LB,DG-AFS31Q-D1X65-U-3K-CB,DG-AFS31Q-D1X65-U-3K-LB,DG-AFS31Q-D1X65-U-4K-CB,DG-AFS31Q-D1X65-U-4K-LB,DG-AFS31Q-D1X65-U-5K-CB,DG-AFS31Q-D1X65-U-5K-LB,DG-AFS31Q-D1X65-H-3K-CB,DG-AFS31Q-D1X65-H-3K-LB,DG-AFS31Q-D1X65H-4K-CB,DG-AFS31Q-D1X65-H-4K-LB,DG-AFS31Q-D1X65-H-5K-CB,DG-AFS31Q-D1X65-H-5K-LB,DG-AFS31Q-D1X100-U-3K-CB,DG-AFS31Q-D1X100-U-3K-LB,DG-AFS31Q-D1X100-U-4K-CB,DG-AFS31Q-D1X100-U-4K-LB,DG-AFS31Q-D1X100-U-5K-CB,DG-AFS31Q-D1X100-U-5K-LB,DG-AFS31Q-D1X100-H-3K-CB,DG-AFS31Q-D1X100-H-3K-LB,DG-AFS31Q-D1X100H-4K-CB,DG-AFS31Q-D1X100-H-4K-LB,DG-AFS31Q-D1X100-H-5K-CB,DG-AFS31Q-D1X100-H-5K-LB,DG-AFS31Q-D1X140-U-3K-CB,DG-AFS31Q-D1X140-U-3K-LB,DG-AFS31Q-D1X140-U-4K-CB,DG-AFS31Q-D1X140-U-4K-LB,DG-AFS31Q-D1X140-U-5K-CB,DG-AFS31Q-D1X140-U-5K-LB,DG-AFS31Q-D1X140-H-3K-CB,DG-AFS31Q-D1X140-H-3K-LB,DG-AFS31Q-D1X140H-4K-CB,DG-AFS31Q-D1X140-H-4K-LB,DG-AFS31Q-D1X140-H-5K-CB,DG-AFS31Q-D1X140-H-5K-LB,DG-AFS31Q-F1X37-U-3K-CB,DG-AFS31Q-F1X37-U-3K-LB,DG-AFS31Q-F1X37-U-4K-CB,DG-AFS31Q-F1X37-U-4K-LB,DG-AFS31Q-F1X37-U-5K-CB,DG-AFS31Q-F1X37-U-5K-LB,DG-AFS31Q-F1X37-H-3K-CB,DG-AFS31Q-F1X37-H-3K-LB"
2962,DG-SBQ,"DG-SBQ-F1X15-U-4K-Z-,DG-SBQ-F1X15-U-4K-Z-36,DG-SBQ-F1X15-U-4K-Z-30,DG-SBQ-F1X15-U-4K-B-,DG-SBQ-F1X15-U-4K-B-36,DG-SBQ-F1X15-U-4K-B-30,DG-SBQ-F1X15-U-5K-Z-,DG-SBQ-F1X15-U-5K-Z-36,DG-SBQ-F1X15-U-5K-Z-30,DG-SBQ-F1X15-U-5K-B-,DG-SBQ-F1X15-U-5K-B-36,DG-SBQ-F1X15-U-5K-B-30,DG-SBQ-F1X15-C-3K-Z-,DG-SBQ-F1X15-C-3K-Z-36,DG-SBQ-F1X15-C-3K-Z-30,DG-SBQ-F1X15-C-3K-B-,DG-SBQ-F1X15-C-3K-B-36,DG-SBQ-F1X15-C-3K-B-30,DG-SBQ-F1X15-C-4K-Z-,DG-SBQ-F1X15-C-4K-Z-36,DG-SBQ-F1X15-C-4K-Z-30,DG-SBQ-F1X15-C-4K-B-,DG-SBQ-F1X15-C-4K-B-36,DG-SBQ-F1X15-C-4K-B-30,DG-SBQ-F1X15-C-5K-Z-,DG-SBQ-F1X15-C-5K-Z-36,DG-SBQ-F1X15-C-5K-Z-30,DG-SBQ-F1X15-C-5K-B-,DG-SBQ-F1X15-C-5K-B-36,DG-SBQ-F1X15-C-5K-B-30,DG-SBQ-F1X22-U-3K-Z-,DG-SBQ-F1X22-U-3K-Z-36,DG-SBQ-F1X22-U-3K-Z-30,DG-SBQ-F1X22-U-3K-B-,DG-SBQ-F1X22-U-3K-B-36,DG-SBQ-F1X22-U-3K-B-30,DG-SBQ-F1X22-U-4K-Z-,DG-SBQ-F1X22-U-4K-Z-36,DG-SBQ-F1X22-U-4K-Z-30,DG-SBQ-F1X22-U-4K-B-,DG-SBQ-F1X22-U-4K-B-36,DG-SBQ-F1X22-U-4K-B-30,DG-SBQ-F1X22-U-5K-Z-,DG-SBQ-F1X22-U-5K-Z-36,DG-SBQ-F1X22-U-5K-Z-30,DG-SBQ-F1X22-U-5K-B-,DG-SBQ-F1X22-U-5K-B-36,DG-SBQ-F1X22-U-5K-B-30,DG-SBQ-F1X22-C-3K-Z-,DG-SBQ-F1X22-C-3K-Z-36"
3168,LT-LEDH-SR5P-UTD,"LT-LEDH-SR5P-UTD-23W-40-BR-12P,LT-LEDH-SR5P-UTD-23W-40-BR-18P,LT-LEDH-SR5P-UTD-23W-40-BR-24P,LT-LEDH-SR5P-UTD-23W-40-BR-36P,LT-LEDH-SR5P-UTD-23W-40-BR-48P,LT-LEDH-SR5P-UTD-23W-40-SL-12P,LT-LEDH-SR5P-UTD-23W-40-SL-18P,LT-LEDH-SR5P-UTD-23W-40-SL-24P,LT-LEDH-SR5P-UTD-23W-40-SL-36P,LT-LEDH-SR5P-UTD-23W-40-SL-48P,LT-LEDH-SR5P-UTD-14-27-WH-NO,LT-LEDH-SR5P-UTD-14-27-BL-NO,LT-LEDH-SR5P-UTD-14-27-BR-NO,LT-LEDH-SR5P-UTD-14-27-SI-NO,LT-LEDH-SR5P-UTD-14-30-WH-NO,LT-LEDH-SR5P-UTD-14-30-BL-NO,LT-LEDH-SR5P-UTD-14-30-BR-NO,LT-LEDH-SR5P-UTD-14-30-SI-NO,LT-LEDH-SR5P-UTD-14-35-WH-NO,LT-LEDH-SR5P-UTD-14-35-BL-NO,LT-LEDH-SR5P-UTD-14-35-BR-NO,LT-LEDH-SR5P-UTD-14-35-SI-NO,LT-LEDH-SR5P-UTD-14-40-WH-NO,LT-LEDH-SR5P-UTD-14-40-BL-NO,LT-LEDH-SR5P-UTD-14-40-BR-NO,LT-LEDH-SR5P-UTD-14-40-SI-NO,LT-LEDH-SR5P-UTD-23-27-WH-NO,LT-LEDH-SR5P-UTD-23-27-BL-NO,LT-LEDH-SR5P-UTD-23-27-BR-NO,LT-LEDH-SR5P-UTD-23-27-SI-NO,LT-LEDH-SR5P-UTD-23-30-WH-NO,LT-LEDH-SR5P-UTD-23-30-BL-NO,LT-LEDH-SR5P-UTD-23-30-BR-NO,LT-LEDH-SR5P-UTD-23-30-SI-NO,LT-LEDH-SR5P-UTD-23-35-WH-NO,LT-LEDH-SR5P-UTD-23-35-BL-NO,LT-LEDH-SR5P-UTD-23-35-BR-NO,LT-LEDH-SR5P-UTD-23-35-SI-NO,LT-LEDH-SR5P-UTD-23-40-WH-NO,LT-LEDH-SR5P-UTD-23-40-BL-NO,LT-LEDH-SR5P-UTD-23-40-BR-NO,LT-LEDH-SR5P-UTD-23-40-SI-NO"
3187,LT-LEDH-SR8P-UTD,"LT-LEDH-SR8P-G2-12-22-840-UTD-BR,LT-LEDH-SR8P-G2-18-22-840-UTD-BR,LT-LEDH-SR8P-G2-24-22-840-UTD-BR,LT-LEDH-SR8P-G2-36-22-840-UTD-BR,LT-LEDH-SR8P-G2-48-22-840-UTD-BR,LT-LEDH-SR8P-G2-12-22-840-UTD-SI,LT-LEDH-SR8P-G2-18-22-840-UTD-SI,LT-LEDH-SR8P-G2-24-22-840-UTD-SI,LT-LEDH-SR8P-G2-36-22-840-UTD-SI,LT-LEDH-SR8P-G2-48-22-840-UTD-SI,LT-LEDH-SR8P-G2-12-32-827-UTD-WH,LT-LEDH-SR8P-G2-18-32-827-UTD-WH,LT-LEDH-SR8P-G2-24-32-827-UTD-WH,LT-LEDH-SR8P-G2-36-32-827-UTD-WH,LT-LEDH-SR8P-G2-48-32-827-UTD-WH,LT-LEDH-SR8P-G2-12-32-827-UTD-BK,LT-LEDH-SR8P-G2-18-32-827-UTD-BK,LT-LEDH-SR8P-G2-24-32-827-UTD-BK,LT-LEDH-SR8P-G2-36-32-827-UTD-BK,LT-LEDH-SR8P-G2-48-32-827-UTD-BK,LT-LEDH-SR8P-G2-12-32-827-UTD-BR,LT-LEDH-SR8P-G2-18-32-827-UTD-BR,LT-LEDH-SR8P-G2-24-32-827-UTD-BR,LT-LEDH-SR8P-G2-36-32-827-UTD-BR,LT-LEDH-SR8P-G2-48-32-827-UTD-BR,LT-LEDH-SR8P-G2-12-32-827-UTD-SI,LT-LEDH-SR8P-G2-18-32-827-UTD-SI,LT-LEDH-SR8P-G2-24-32-827-UTD-SI,LT-LEDH-SR8P-G2-36-32-827-UTD-SI,LT-LEDH-SR8P-G2-48-32-827-UTD-SI,LT-LEDH-SR8P-G2-12-32-830-UTD-WH,LT-LEDH-SR8P-G2-18-32-830-UTD-WH,LT-LEDH-SR8P-G2-24-32-830-UTD-WH,LT-LEDH-SR8P-G2-36-32-830-UTD-WH,LT-LEDH-SR8P-G2-48-32-830-UTD-WH,LT-LEDH-SR8P-G2-12-32-830-UTD-BK,LT-LEDH-SR8P-G2-18-32-830-UTD-BK,LT-LEDH-SR8P-G2-24-32-830-UTD-BK,LT-LEDH-SR8P-G2-36-32-830-UTD-BK,LT-LEDH-SR8P-G2-48-32-830-UTD-BK,LT-LEDH-SR8P-G2-12-32-830-UTD-BR,LT-LEDH-SR8P-G2-18-32-830-UTD-BR,LT-LEDH-SR8P-G2-24-32-830-UTD-BR,LT-LEDH-SR8P-G2-36-32-830-UTD-BR,LT-LEDH-SR8P-G2-48-32-830-UTD-BR,LT-LEDH-SR8P-G2-12-32-830-UTD-SI,LT-LEDH-SR8P-G2-18-32-830-UTD-SI,LT-LEDH-SR8P-G2-24-32-830-UTD-SI,LT-LEDH-SR8P-G2-36-32-830-UTD-SI,LT-LEDH-SR8P-G2-48-32-830-UTD-SI"
3206,LT-LEDH-SR8P-UZTD,"LT-LEDH-SR8P-G2-12-14-840-UZTD-BR,LT-LEDH-SR8P-G2-18-14-840-UZTD-BR,LT-LEDH-SR8P-G2-24-14-840-UZTD-BR,LT-LEDH-SR8P-G2-36-14-840-UZTD-BR,LT-LEDH-SR8P-G2-48-14-840-UZTD-BR,LT-LEDH-SR8P-G2-12-14-840-UZTD-SI,LT-LEDH-SR8P-G2-18-14-840-UZTD-SI,LT-LEDH-SR8P-G2-24-14-840-UZTD-SI,LT-LEDH-SR8P-G2-36-14-840-UZTD-SI,LT-LEDH-SR8P-G2-48-14-840-UZTD-SI,LT-LEDH-SR8P-G2-12-22-827-UZTD-WH,LT-LEDH-SR8P-G2-18-22-827-UZTD-WH,LT-LEDH-SR8P-G2-24-22-827-UZTD-WH,LT-LEDH-SR8P-G2-36-22-827-UZTD-WH,LT-LEDH-SR8P-G2-48-22-827-UZTD-WH,LT-LEDH-SR8P-G2-12-22-827-UZTD-BK,LT-LEDH-SR8P-G2-18-22-827-UZTD-BK,LT-LEDH-SR8P-G2-24-22-827-UZTD-BK,LT-LEDH-SR8P-G2-36-22-827-UZTD-BK,LT-LEDH-SR8P-G2-48-22-827-UZTD-BK,LT-LEDH-SR8P-G2-12-22-827-UZTD-BR,LT-LEDH-SR8P-G2-18-22-827-UZTD-BR,LT-LEDH-SR8P-G2-24-22-827-UZTD-BR,LT-LEDH-SR8P-G2-36-22-827-UZTD-BR,LT-LEDH-SR8P-G2-48-22-827-UZTD-BR,LT-LEDH-SR8P-G2-12-22-827-UZTD-SI,LT-LEDH-SR8P-G2-18-22-827-UZTD-SI,LT-LEDH-SR8P-G2-24-22-827-UZTD-SI,LT-LEDH-SR8P-G2-36-22-827-UZTD-SI,LT-LEDH-SR8P-G2-48-22-827-UZTD-SI,LT-LEDH-SR8P-G2-12-22-830-UZTD-WH,LT-LEDH-SR8P-G2-18-22-830-UZTD-WH,LT-LEDH-SR8P-G2-24-22-830-UZTD-WH,LT-LEDH-SR8P-G2-36-22-830-UZTD-WH,LT-LEDH-SR8P-G2-48-22-830-UZTD-WH,LT-LEDH-SR8P-G2-12-22-830-UZTD-BK,LT-LEDH-SR8P-G2-18-22-830-UZTD-BK,LT-LEDH-SR8P-G2-24-22-830-UZTD-BK,LT-LEDH-SR8P-G2-36-22-830-UZTD-BK,LT-LEDH-SR8P-G2-48-22-830-UZTD-BK,LT-LEDH-SR8P-G2-12-22-830-UZTD-BR,LT-LEDH-SR8P-G2-18-22-830-UZTD-BR,LT-LEDH-SR8P-G2-24-22-830-UZTD-BR,LT-LEDH-SR8P-G2-36-22-830-UZTD-BR,LT-LEDH-SR8P-G2-48-22-830-UZTD-BR,LT-LEDH-SR8P-G2-12-22-830-UZTD-SI,LT-LEDH-SR8P-G2-18-22-830-UZTD-SI,LT-LEDH-SR8P-G2-24-22-830-UZTD-SL,LT-LEDH-SR8P-G2-36-22-830-UZTD-SI,LT-LEDH-SR8P-G2-48-22-830-UZTD-SI"
3836,LT-LEDH-SR6P-UTD,"LT-LEDH-SR6P-G2-12-22-840-UTD-BR,LT-LEDH-SR6P-G2-18-22-840-UTD-BR,LT-LEDH-SR6P-G2-24-22-840-UTD-BR,LT-LEDH-SR6P-G2-36-22-840-UTD-BR,LT-LEDH-SR6P-G2-48-22-840-UTD-BR,LT-LEDH-SR6P-G2-12-22-840-UTD-SI,LT-LEDH-SR6P-G2-18-22-840-UTD-SI,LT-LEDH-SR6P-G2-24-22-840-UTD-SI,LT-LEDH-SR6P-G2-36-22-840-UTD-SI,LT-LEDH-SR6P-G2-48-22-840-UTD-SI,LT-LEDH-SR6P-G2-12-32-827-UTD-WH,LT-LEDH-SR6P-G2-18-32-827-UTD-WH,LT-LEDH-SR6P-G2-24-32-827-UTD-WH,LT-LEDH-SR6P-G2-36-32-827-UTD-WH,LT-LEDH-SR6P-G2-48-32-827-UTD-WH,LT-LEDH-SR6P-G2-12-32-827-UTD-BK,LT-LEDH-SR6P-G2-18-32-827-UTD-BK,LT-LEDH-SR6P-G2-24-32-827-UTD-BK,LT-LEDH-SR6P-G2-36-32-827-UTD-BK,LT-LEDH-SR6P-G2-48-32-827-UTD-BK,LT-LEDH-SR6P-G2-12-32-827-UTD-BR,LT-LEDH-SR6P-G2-18-32-827-UTD-BR,LT-LEDH-SR6P-G2-24-32-827-UTD-BR,LT-LEDH-SR6P-G2-36-32-827-UTD-BR,LT-LEDH-SR6P-G2-48-32-827-UTD-BR,LT-LEDH-SR6P-G2-12-32-827-UTD-SI,LT-LEDH-SR6P-G2-18-32-827-UTD-SI,LT-LEDH-SR6P-G2-24-32-827-UTD-SI,LT-LEDH-SR6P-G2-36-32-827-UTD-SI,LT-LEDH-SR6P-G2-48-32-827-UTD-SI,LT-LEDH-SR6P-G2-12-32-830-UTD-WH,LT-LEDH-SR6P-G2-18-32-830-UTD-WH,LT-LEDH-SR6P-G2-24-32-830-UTD-WH,LT-LEDH-SR6P-G2-36-32-830-UTD-WH,LT-LEDH-SR6P-G2-48-32-830-UTD-WH,LT-LEDH-SR6P-G2-12-32-830-UTD-BK,LT-LEDH-SR6P-G2-18-32-830-UTD-BK,LT-LEDH-SR6P-G2-24-32-830-UTD-BK,LT-LEDH-SR6P-G2-36-32-830-UTD-BK,LT-LEDH-SR6P-G2-48-32-830-UTD-BK,LT-LEDH-SR6P-G2-12-32-830-UTD-BR,LT-LEDH-SR6P-G2-18-32-830-UTD-BR,LT-LEDH-SR6P-G2-24-32-830-UTD-BR,LT-LEDH-SR6P-G2-36-32-830-UTD-BR,LT-LEDH-SR6P-G2-48-32-830-UTD-BR,LT-LEDH-SR6P-G2-12-32-830-UTD-SI,LT-LEDH-SR6P-G2-18-32-830-UTD-SI,LT-LEDH-SR6P-G2-24-32-830-UTD-SI,LT-LEDH-SR6P-G2-36-32-830-UTD-SI,LT-LEDH-SR6P-G2-48-32-830-UTD-SI"
